center	assay	assay-info	cell-lines	cell-lines-meta	perturbagens	perturbagens-meta	dose	perturbagens-meta (cont)	signatures-meta	map	readouts	readout-count	data release date	data release date	data release date	data release date	release-link	phase	Unique ID (Qiaonan)	DCIC Assay Name
NeuroLINCS	iMN Tunicamycin Toxicity: ER Stress	"Sensitivity to tunicamycin/ER Stress.  iPS neurons will be  differentiated in 24 well plates for 39 days before treatment with increasing tunicamycin concentrations (0, 0.1, 0.3, 0.6, 1.0, or 3.0 uM). After 24 h of incubation with tunicamycin, 0.5 uM of propidium iodide (PI) will be added to each well and incubated for 30 minutes. The PI signal will be imaged. For each treatment and dose, at least 10 images were taken per experiment, and the number of iPS neurons exhibiting PI uptake will be quantified using the analyze particle function of the Image J software (NIH)."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;tunicamycin,small molecule"	"false\diseases,2;small molecules,1"	"0uM,0.1uM,0.3uM,0.6uM,1uM,3uM;6"	24;hrs;1	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;tunicamycin,CS00iCTR-n2;tunicamycin,CS14iCTR-n6;tunicamycin,CS83iCTR-33n1;tunicamycin,CS25iCTR-18n2;tunicamycin,CS28iALS-n2A;tunicamycin,CS29iALS-n1N;tunicamycin,CS30iALS-n1A;tunicamycin,CS52iALS-n6A;tunicamycin,CS32iSMA-n3;tunicamycin,CS13iSMA-n1;tunicamycin,83iSMA-n5;tunicamycin,CS77iSMA-n5"	cell fluorescence after propidium iodide\image;number of cells with PI uptake\image features	3	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:d14ffee2-d8fa-4b8f-8743-e7249a4b5d04	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN Tunicamycin Toxicity: ER Stress	"Sensitivity to tunicamycin/ER Stress.  iPS neurons will be  differentiated in 24 well plates for 39 days before treatment with increasing tunicamycin concentrations (0, 0.1, 0.3, 0.6, 1.0, or 3.0 uM). After 24 h of incubation with tunicamycin, 0.5 uM of propidium iodide (PI) will be added to each well and incubated for 30 minutes. The PI signal will be imaged. For each treatment and dose, at least 10 images were taken per experiment, and the number of iPS neurons exhibiting PI uptake will be quantified using the analyze particle function of the Image J software (NIH)."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;tunicamycin,small molecule"	"false\diseases,2;small molecules,1"	"0uM,0.1uM,0.3uM,0.6uM,1uM,3uM;6"	24;hrs;1	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;tunicamycin,CS00iCTR-n2;tunicamycin,CS14iCTR-n6;tunicamycin,CS83iCTR-33n1;tunicamycin,CS25iCTR-18n2;tunicamycin,CS28iALS-n2A;tunicamycin,CS29iALS-n1N;tunicamycin,CS30iALS-n1A;tunicamycin,CS52iALS-n6A;tunicamycin,CS32iSMA-n3;tunicamycin,CS13iSMA-n1;tunicamycin,83iSMA-n5;tunicamycin,CS77iSMA-n5"	cell fluorescence after propidium iodide\image;number of cells with PI uptake\image features	3	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:d14ffee2-d8fa-4b8f-8743-e7249a4b5d04	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	iMN Tunicamycin Toxicity: ER Stress	"Sensitivity to tunicamycin/ER Stress.  iPS neurons will be  differentiated in 24 well plates for 39 days before treatment with increasing tunicamycin concentrations (0, 0.1, 0.3, 0.6, 1.0, or 3.0 uM). After 24 h of incubation with tunicamycin, 0.5 uM of propidium iodide (PI) will be added to each well and incubated for 30 minutes. The PI signal will be imaged. For each treatment and dose, at least 10 images were taken per experiment, and the number of iPS neurons exhibiting PI uptake will be quantified using the analyze particle function of the Image J software (NIH)."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;tunicamycin,small molecule"	"false\diseases,2;small molecules,1"	"0uM,0.1uM,0.3uM,0.6uM,1uM,3uM;6"	24;hrs;1	2	"control,CS00iCTR-n2;control,CS14iCTR-n6;control,CS83iCTR-33n1;control,CS25iCTR-18n2;amyotrophic lateral sclerosis,CS28iALS-n2A;amyotrophic lateral sclerosis,CS29iALS-n1N;amyotrophic lateral sclerosis,CS30iALS-n1A;amyotrophic lateral sclerosis,CS52iALS-n6A;spinal muscular atrophy,CS32iSMA-n3;spinal muscular atrophy,CS13iSMA-n1;spinal muscular atrophy,83iSMA-n5;spinal muscular atrophy,CS77iSMA-n5;tunicamycin,CS00iCTR-n2;tunicamycin,CS14iCTR-n6;tunicamycin,CS83iCTR-33n1;tunicamycin,CS25iCTR-18n2;tunicamycin,CS28iALS-n2A;tunicamycin,CS29iALS-n1N;tunicamycin,CS30iALS-n1A;tunicamycin,CS52iALS-n6A;tunicamycin,CS32iSMA-n3;tunicamycin,CS13iSMA-n1;tunicamycin,83iSMA-n5;tunicamycin,CS77iSMA-n5"	cell fluorescence after propidium iodide\image;number of cells with PI uptake\image features	3	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:d14ffee2-d8fa-4b8f-8743-e7249a4b5d04	Fluorescence Imaging Cell Viability Assay
NeuroLINCS	RNASeq	"Baseline RNAseq for control and diseased iPSC lines. Baseline gene expression dataset for QC and pipeline development -- 11 total control iPSC cell lines 3 in triplicate and 1 in duplicate and 28 diseased iPSC, 4 ALS and 4 SMA with replicates and with no additional perturbagen. Determine cell line variability and assay reproducibility. RNAseq QC statistics and expression correlation statistics will guide the development of QC standards and appropriate analysis pipeline."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	39\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					gene expression\number	1	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:b0d0b76d-092d-4064-a279-1c76e228dd8b	RNA-Seq Gene expression profiling assay
NeuroLINCS	RNASeq	"Baseline RNAseq for control and diseased iPSC lines. Baseline gene expression dataset for QC and pipeline development -- 11 total control iPSC cell lines 3 in triplicate and 1 in duplicate and 28 diseased iPSC, 4 ALS and 4 SMA with replicates and with no additional perturbagen. Determine cell line variability and assay reproducibility. RNAseq QC statistics and expression correlation statistics will guide the development of QC standards and appropriate analysis pipeline."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	39\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					gene expression\number	1	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:b0d0b76d-092d-4064-a279-1c76e228dd8b	RNA-Seq Gene expression profiling assay
NeuroLINCS	RNASeq	"RNAseq for control and diseased iMNs. Baseline gene expression dataset for iMN and diseased state signature -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN with replicates and with no additional perturbagen. Generate gene expression signatures and analyze disease/control contrast for statistically significant differentially expressed genes. Generate disease signatures for future systems analysis: pathway, network, and category enrichment analysis, as well as for integration with other omics and machine learning analyses. "	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					gene expression\number	1	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:b381aa6c-b146-452c-add4-f5d2d51ae164	RNA-Seq Gene expression profiling assay
NeuroLINCS	RNASeq	"RNAseq for control and diseased iMNs. Baseline gene expression dataset for iMN and diseased state signature -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN with replicates and with no additional perturbagen. Generate gene expression signatures and analyze disease/control contrast for statistically significant differentially expressed genes. Generate disease signatures for future systems analysis: pathway, network, and category enrichment analysis, as well as for integration with other omics and machine learning analyses. "	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					gene expression\number	1	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:b381aa6c-b146-452c-add4-f5d2d51ae164	RNA-Seq Gene expression profiling assay
NeuroLINCS	RNASeq	"RNASeq for control and diseased iMNs plus perturbagens. Gene expression dataset for iMN and disease signature response to perturbagens -- 4 control, 4 ALS, and 4 SMA iPSC-derived iMN with replicates plus additional perturbagen. Generate gene expression signatures and for both disease and control and analyze perturb/disease & perturb/control contrasts for statistically significant differentially expressed genes. Using a GLM setup multi-factor design matrix to analyze disease vs control with each perturbagen as an additional factor. Generate signatures for future systems analysis: pathway, network, and category enrichment analysis, as well as for integration with other omics and machine learning analyses. "	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease;,small molecule"	"false\diseases,2;stimulation,"					gene expression\number	1	12/31/15	12/31/15	12/31/15	12/31/15		LP2	lincs.milestones.n:b735050c-1c20-47ef-b431-cd6254003da5	RNA-Seq Gene expression profiling assay
NeuroLINCS	QC and SOP development for proteomic analysis iPSC to motor neuron differentiation	"MS analysis on the QE and or Triple TOF MS instrument  of trypsin digested  iPSC derived from 4 control, 4 ALS and 4 SMA lines for 3 different wells at  multiple cell passages."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					protein levels\number	1	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:99579789-a4cb-48cb-a26d-611aea50a52a	MS Protein Quantification Assay
NeuroLINCS	QC and SOP development for proteomic analysis iPSC to motor neuron differentiation	"MS analysis on the QE and or Triple TOF MS instrument  of trypsin digested  iPSC derived from 4 control, 4 ALS and 4 SMA lines for 3 different wells at  multiple cell passages."	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					protein levels\number	1	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:99579789-a4cb-48cb-a26d-611aea50a52a	MS Protein Quantification Assay
NeuroLINCS	Quantitative discovery proteomics (SWATH)	SWATH: Global cellular protein quantification of iPSCs and motor neuron cultures. Build MS SWATH peptide library using the QE and 6600 MS instrument and use the library to identifiy and quantitate the proteome of individual control and disease cell lines. A) Build SWATH Library on iPSCs and motor neuron cell cultures. B) Run individual iPSC cells.C) Run individual mature motor neurons 	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated;12\mature motor neurons	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					protein levels\number	1	6/30/15	6/30/15	6/30/15	6/30/15		LP2	lincs.milestones.n:a23e9723-4dfe-4fe4-944f-b6e2bc47ca24	SWATH-MS Protein Quantification Assay
NeuroLINCS	Quantitative discovery proteomics (SWATH)	SWATH: Global cellular protein quantification of iPSCs and motor neuron cultures. Build MS SWATH peptide library using the QE and 6600 MS instrument and use the library to identifiy and quantitate the proteome of individual control and disease cell lines. A) Build SWATH Library on iPSCs and motor neuron cell cultures. B) Run individual iPSC cells. C) Run individual mature motor neurons 	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated;12\mature motor neurons	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					protein levels\number	1	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:a23e9723-4dfe-4fe4-944f-b6e2bc47ca24	SWATH-MS Protein Quantification Assay
NeuroLINCS	Quantitative discovery proteomics (SWATH)	SWATH: Phosphorylation state. Build MS SWATH data library: Using the 6600 MS instrument analyzing either fractionated individuals and pools of iPSC dervied from 4 controls and SMA and ALS lines. A) Build SWATH Library. B) Run individual iPSC cells. C) Run individual mature motor neurons	"CS00iCTR-n2,iPSC differentiated,normal\control,brain;CS14iCTR-n6,iPSC differentiated,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,mature motor neuron,normal\control,brain;CS14iCTR-n6,mature motor neuron,spinal muscular atrophy\control,brain;CS83iCTR-33n1,mature motor neuron,huntington's disease\control,brain;CS25iCTR-18n2,mature motor neuron,huntington's disease\control,brain;CS28iALS-n2A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,mature motor neuron,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,mature motor neuron,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,mature motor neuron,spinal muscular atrophy\diseased,brain;83iSMA-n5,mature motor neuron,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,mature motor neuron,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,iPSC differentiated-phosphorylation enriched,normal\control,brain;CS14iCTR-n6,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\control,brain;CS83iCTR-33n1,iPSC differentiated-phosphorylation enriched,huntington's disease\control,brain;CS25iCTR-18n2,iPSC differentiated-phosphorylation enriched,huntington's disease\control,brain;CS28iALS-n2A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,iPSC differentiated-phosphorylation enriched,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;83iSMA-n5,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,iPSC differentiated-phosphorylation enriched,spinal muscular atrophy\diseased,brain;CS00iCTR-n2,mature motor neuron-phosphorylation,normal\control,brain;CS14iCTR-n6,mature motor neuron-phosphorylation,spinal muscular atrophy\control,brain;CS83iCTR-33n1,mature motor neuron-phosphorylation,huntington's disease\control,brain;CS25iCTR-18n2,mature motor neuron-phosphorylation,huntington's disease\control,brain;CS28iALS-n2A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS29iALS-n1N,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS30iALS-n1A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS52iALS-n6A,mature motor neuron-phosphorylation,amyotrophic lateral sclerosis\diseased,brain;CS32iSMA-n3,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;CS13iSMA-n1,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;83iSMA-n5,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain;CS77iSMA-n5,mature motor neuron-phosphorylation,spinal muscular atrophy\diseased,brain"	12\iPSCs differentiated;12\mature motor neurons	"spinal muscular atrophy,disease;amyotrophic lateral sclerosis,disease"	"false\diseases,2"					protein levels\number	1	9/30/15	9/30/15	9/30/15	9/30/15		LP2	lincs.milestones.n:694963fe-5576-4de9-8017-304bbf999b2a	SWATH-MS Protein Quantification Assay
